   2.1750709e-01   1.2758963e+00   3.9687124e-02
   1.5605647e-01   1.3091955e+00  -2.5278845e-02
   9.4466325e-02   1.3397947e+00  -8.7029954e-02
   3.2797506e-02   1.3676380e+00  -1.4521737e-01
  -2.8897921e-02   1.3926730e+00  -1.9965825e-01
  -9.0576683e-02   1.4148513e+00  -2.5033576e-01
  -1.5219980e-01   1.4341267e+00  -2.9736725e-01
  -2.1370097e-01   1.4504492e+00  -3.4071697e-01
  -2.7500502e-01   1.4637701e+00  -3.8033404e-01
  -3.3604248e-01   1.4740460e+00  -4.1633348e-01
  -3.9674942e-01   1.4812393e+00  -4.4899819e-01
  -4.5706602e-01   1.4853171e+00  -4.7876320e-01
  -5.1690608e-01   1.4862462e+00  -5.0584625e-01
  -5.7615969e-01   1.4839940e+00  -5.3023731e-01
  -6.3472341e-01   1.4785352e+00  -5.5208003e-01
  -6.9250155e-01   1.4698520e+00  -5.7169020e-01
  -7.4940512e-01   1.4579344e+00  -5.8954179e-01
  -8.0532056e-01   1.4427740e+00  -6.0583490e-01
  -8.6011373e-01   1.4243656e+00  -6.2052158e-01
  -9.1365838e-01   1.4027126e+00  -6.3369036e-01
  -9.6583549e-01   1.3778268e+00  -6.4555898e-01
  -1.0165319e+00   1.3497284e+00  -6.5645234e-01
  -1.0656168e+00   1.3184420e+00  -6.6644798e-01
  -1.1129510e+00   1.2839982e+00  -6.7549559e-01
  -1.1584029e+00   1.2464365e+00  -6.8364583e-01
  -1.2018481e+00   1.2058051e+00  -6.9104235e-01
  -1.2431673e+00   1.1621610e+00  -6.9788491e-01
  -1.2822296e+00   1.1155665e+00  -7.0416241e-01
  -1.3189039e+00   1.0660917e+00  -7.0982888e-01
  -1.3530676e+00   1.0138154e+00  -7.1490895e-01
  -1.3846054e+00   9.5882507e-01  -7.1949381e-01
  -1.4134081e+00   9.0121636e-01  -7.2371097e-01
  -1.4393612e+00   8.4109126e-01  -7.2753154e-01
  -1.4623532e+00   7.7855955e-01  -7.3091139e-01
  -1.4822813e+00   7.1373890e-01  -7.3385278e-01
  -1.4990512e+00   6.4675482e-01  -7.3640075e-01
  -1.5125765e+00   5.7774060e-01  -7.3863834e-01
  -1.5227729e+00   5.0683574e-01  -7.4056887e-01
  -1.5295581e+00   4.3418682e-01  -7.4214865e-01
  -1.5328593e+00   3.5994709e-01  -7.4336333e-01
  -1.5326131e+00   2.8427613e-01  -7.4421979e-01
  -1.5287650e+00   2.0733987e-01  -7.4474613e-01
  -1.5212696e+00   1.2931025e-01  -7.4498367e-01
  -1.5100859e+00   5.0363771e-02  -7.4491040e-01
  -1.4951795e+00  -2.9316349e-02  -7.4450290e-01
  -1.4765263e+00  -1.0954262e-01  -7.4374945e-01
  -1.4541121e+00  -1.9012376e-01  -7.4264349e-01
  -1.4279330e+00  -2.7086469e-01  -7.4118361e-01
  -1.3979952e+00  -3.5156653e-01  -7.3937359e-01
  -1.3643154e+00  -4.3202786e-01  -7.3722096e-01
  -1.3269185e+00  -5.1204547e-01  -7.3470994e-01
  -1.2858349e+00  -5.9140934e-01  -7.3180466e-01
  -1.2411065e+00  -6.6990926e-01  -7.2847315e-01
  -1.1927865e+00  -7.4733531e-01  -7.2468802e-01
  -1.1409397e+00  -8.2347784e-01  -7.2042651e-01
  -1.0856423e+00  -8.9812752e-01  -7.1567049e-01
  -1.0269822e+00  -9.7107529e-01  -7.1040641e-01
  -9.6505848e-01  -1.0421124e+00  -7.0462535e-01
  -8.9998231e-01  -1.1110324e+00  -6.9832159e-01
  -8.3187069e-01  -1.1776322e+00  -6.9144763e-01
  -7.6084497e-01  -1.2417056e+00  -6.8391956e-01
  -6.8703846e-01  -1.3030519e+00  -6.7565763e-01
  -6.1059674e-01  -1.3614762e+00  -6.6658734e-01
  -5.3167760e-01  -1.4167893e+00  -6.5663941e-01
  -4.5045107e-01  -1.4688081e+00  -6.4574979e-01
  -3.6709946e-01  -1.5173552e+00  -6.3385968e-01
  -2.8181727e-01  -1.5622589e+00  -6.2091550e-01
  -1.9481118e-01  -1.6033535e+00  -6.0686806e-01
  -1.0628631e-01  -1.6404844e+00  -5.9156244e-01
  -1.6454922e-02  -1.6735024e+00  -5.7484742e-01
   7.4454822e-02  -1.7022661e+00  -5.5661239e-01
   1.6620560e-01  -1.7266458e+00  -5.3671546e-01
   2.5855092e-01  -1.7465241e+00  -5.1498346e-01
   3.5123518e-01  -1.7617955e+00  -4.9121193e-01
   4.4399357e-01  -1.7723664e+00  -4.6516513e-01
   5.3655217e-01  -1.7781554e+00  -4.3657603e-01
   6.2863148e-01  -1.7790945e+00  -4.0513192e-01
   7.1996992e-01  -1.7751416e+00  -3.7040897e-01
   8.1025204e-01  -1.7662483e+00  -3.3217662e-01
   8.9914575e-01  -1.7523805e+00  -2.9018414e-01
   9.8631555e-01  -1.7335254e+00  -2.4410026e-01
   1.0714226e+00  -1.7096912e+00  -1.9351311e-01
   1.1541246e+00  -1.6809073e+00  -1.3793027e-01
   1.2340760e+00  -1.6472242e+00  -7.6778751e-02
   1.3109279e+00  -1.6087137e+00  -9.4049809e-03
   1.3843277e+00  -1.5654684e+00   6.4925164e-02
   1.4539199e+00  -1.5176023e+00   1.4702638e-01
   1.5193452e+00  -1.4652505e+00   2.3779394e-01
   1.5802439e+00  -1.4085711e+00   3.3773398e-01
   1.6361777e+00  -1.3477364e+00   4.4737833e-01
   1.6866833e+00  -1.2829394e+00   5.6757689e-01
   1.7313210e+00  -1.2144029e+00   6.9891245e-01
   1.7696756e+00  -1.1423796e+00   8.4170041e-01
   1.8013562e+00  -1.0671516e+00   9.9598886e-01
   1.8259958e+00  -9.8903076e-01   1.1615586e+00
   1.8432518e+00  -9.0835877e-01   1.3379229e+00
   1.8528057e+00  -8.2550684e-01   1.5243280e+00
   1.8543984e+00  -7.4086239e-01   1.7201316e+00
   1.8478380e+00  -6.5481089e-01   1.9238548e+00
   1.8328569e+00  -5.6779605e-01   2.1308032e+00
   1.8093228e+00  -4.8026096e-01   2.3360873e+00
   1.7772539e+00  -3.9264300e-01   2.5348271e+00
   1.7368194e+00  -3.0537389e-01   2.7221523e+00
   1.6883389e+00  -2.1887968e-01   2.8932019e+00
   1.6322830e+00  -1.3358075e-01   3.0431246e+00
   1.5692727e+00  -4.9891811e-02   3.1670785e+00
   1.5000798e+00   3.1778114e-02   3.2602311e+00
   1.4256116e+00   1.1103183e-01   3.3176441e+00
   1.3465554e+00   1.8765241e-01   3.3330228e+00
   1.2639800e+00   2.6138127e-01   3.3065641e+00
   1.1790579e+00   3.3194849e-01   3.2409490e+00
   1.0928399e+00   3.9915080e-01   3.1391729e+00
   1.0062553e+00   4.6285163e-01   3.0045456e+00
   9.2011188e-01   5.2298109e-01   2.8406914e+00
   8.3509578e-01   5.7953593e-01   2.6515488e+00
   7.5177164e-01   6.3257964e-01   2.4413710e+00
   6.7058255e-01   6.8224233e-01   2.2147254e+00
   5.9202654e-01   7.2859123e-01   1.9792677e+00
   5.1646376e-01   7.7163252e-01   1.7433968e+00
   4.4393359e-01   8.1148878e-01   1.5115566e+00
   3.7442962e-01   8.4827376e-01   1.2875616e+00
   3.0790038e-01   8.8209194e-01   1.0746066e+00
   2.4424934e-01   9.1303855e-01   8.7526707e-01
   1.8333491e-01   9.4119954e-01   6.9149894e-01
   1.2495753e-01   9.6665664e-01   5.2442724e-01
   6.8837164e-02   9.8950573e-01   3.7343727e-01
   1.4771685e-02   1.0098108e+00   2.3825194e-01
  -3.7434931e-02   1.0276269e+00   1.1833302e-01
  -8.7986747e-02   1.0430047e+00   1.2698952e-02
  -1.3709580e-01   1.0559907e+00  -8.0075120e-02
  -1.8494251e-01   1.0666208e+00  -1.6147219e-01
  -2.3160947e-01   1.0749077e+00  -2.3223812e-01
  -2.7717134e-01   1.0808629e+00  -2.9322152e-01
  -3.2171255e-01   1.0845007e+00  -3.4556421e-01
  -3.6532727e-01   1.0858384e+00  -3.9070118e-01
  -4.0808902e-01   1.0848906e+00  -4.3001907e-01
  -4.4997632e-01   1.0816547e+00  -4.6396365e-01
  -4.9097130e-01   1.0761326e+00  -4.9309200e-01
  -5.3106113e-01   1.0683310e+00  -5.1810355e-01
  -5.7023691e-01   1.0582609e+00  -5.3982768e-01
  -6.0846559e-01   1.0459329e+00  -5.5886543e-01
  -6.4568006e-01   1.0313554e+00  -5.7543481e-01
  -6.8181737e-01   1.0145422e+00  -5.8983354e-01
  -7.1681908e-01   9.9551288e-01  -6.0244204e-01
  -7.5062839e-01   9.7429213e-01  -6.1368531e-01
