age_tuned;ISOBENd13cLOESSsmooth;ISOBENd18oLOESSsmooth
2.130;-0.408;4.040
2.132;-0.391;3.930
2.134;-0.403;3.682
2.136;-0.414;3.432
2.138;-0.298;3.313
2.140;-0.219;3.292
2.142;-0.355;3.452
2.144;-0.537;3.689
2.146;-0.711;3.971
2.148;-0.881;4.247
2.150;-0.942;4.454
2.152;-0.981;4.606
2.154;-1.109;4.637
2.156;-1.203;4.606
2.158;-1.167;4.547
2.160;-1.101;4.478
2.162;-1.003;4.433
2.164;-0.865;4.382
2.166;-0.704;4.326
2.168;-0.587;4.247
2.170;-0.487;4.164
2.172;-0.502;4.096
2.174;-0.539;4.025
2.176;-0.452;3.937
2.178;-0.351;3.852
2.180;-0.324;3.769
2.182;-0.321;3.694
2.184;-0.304;3.660
2.186;-0.303;3.620
2.188;-0.328;3.484
2.190;-0.366;3.403
2.192;-0.440;3.516
2.194;-0.529;3.687
2.196;-0.596;3.945
2.198;-0.640;4.191
2.200;-0.659;4.252
2.202;-0.659;4.249
2.204;-0.638;4.194
2.206;-0.585;4.089
2.208;-0.529;3.961
2.210;-0.466;3.841
2.212;-0.428;3.739
2.214;-0.509;3.693
2.216;-0.601;3.694
2.218;-0.609;3.784
2.220;-0.593;3.870
2.222;-0.551;3.880
2.224;-0.499;3.853
2.226;-0.473;3.715
2.228;-0.469;3.585
2.230;-0.449;3.595
2.232;-0.462;3.671
2.234;-0.600;3.838
2.236;-0.790;4.034
2.238;-1.048;4.222
2.240;-1.249;4.357
2.242;-1.236;4.353
2.244;-1.120;4.273
2.246;-0.839;4.082
2.248;-0.529;3.881
2.250;-0.348;3.793
2.252;-0.225;3.715
2.254;-0.161;3.600
2.256;-0.148;3.505
2.258;-0.195;3.454
2.260;-0.273;3.437
2.262;-0.377;3.494
2.264;-0.484;3.557
2.266;-0.563;3.519
2.268;-0.562;3.555
2.270;-0.562;3.619
2.272;-0.649;3.751
2.274;-0.750;3.900
2.276;-0.834;4.018
2.278;-0.906;4.109
2.280;-0.921;4.168
2.282;-0.923;4.207
2.284;-1.004;4.218
2.286;-1.052;4.189
2.288;-0.927;4.120
2.290;-0.761;4.023
2.292;-0.627;3.855
2.294;-0.498;3.680
2.296;-0.406;3.585
2.298;-0.340;3.507
2.300;-0.252;3.383
2.302;-0.218;3.312
2.304;-0.388;3.408
2.306;-0.591;3.536
2.308;-0.695;3.643
2.310;-0.786;3.746
2.312;-0.877;3.750
2.314;-0.952;3.744
2.316;-1.041;3.850
2.318;-1.103;3.962
2.320;-1.041;3.993
2.322;-0.951;3.988
2.324;-0.909;3.947
2.326;-0.893;3.899
2.328;-0.937;3.869
2.330;-0.975;3.850
2.332;-0.957;3.867
2.334;-0.904;3.909
2.336;-0.828;3.943
2.338;-0.737;3.930
2.340;-0.641;3.883
2.342;-0.554;3.767
2.344;-0.465;3.638
2.346;-0.352;3.535
2.348;-0.275;3.463
2.350;-0.297;3.446
2.352;-0.353;3.478
2.354;-0.440;3.618
2.356;-0.563;3.778
2.358;-0.720;3.882
2.360;-0.845;3.950
2.362;-0.885;3.914
2.364;-0.872;3.869
2.366;-0.727;3.925
2.368;-0.577;3.993
2.370;-0.574;4.042
2.372;-0.610;4.051
2.374;-0.671;3.954
2.376;-0.707;3.819
2.378;-0.636;3.666
2.380;-0.532;3.528
2.382;-0.405;3.450
2.384;-0.278;3.411
2.386;-0.185;3.453
2.388;-0.125;3.512
2.390;-0.136;3.535
2.392;-0.176;3.529
2.394;-0.248;3.425
2.396;-0.307;3.347
2.398;-0.260;3.384
2.400;-0.245;3.548
2.402;-0.250;3.741
2.404;-0.311;3.881
2.406;-0.391;3.955
2.408;-0.507;3.879
2.410;-0.582;3.756
2.412;-0.549;3.595
2.414;-0.470;3.458
2.416;-0.243;3.465
2.418;-0.021;3.516
2.420;-0.010;3.577
2.422;-0.075;3.649
2.424;-0.175;3.676
2.426;-0.306;3.728
2.428;-0.449;3.906
2.430;-0.590;4.111
2.432;-0.775;4.328
2.434;-0.787;4.448
2.436;-0.767;4.491
2.438;-0.771;4.401
2.440;-0.747;4.272
2.442;-0.728;4.145
2.444;-0.700;4.021
2.446;-0.584;3.973
2.448;-0.447;3.931
2.450;-0.361;3.850
2.452;-0.291;3.756
2.454;-0.204;3.613
2.456;-0.141;3.480
2.458;-0.186;3.444
2.460;-0.266;3.444
2.462;-0.335;3.448
2.464;-0.383;3.451
2.466;-0.384;3.384
2.468;-0.303;3.425
2.470;-0.219;3.513
2.472;-0.194;3.694
2.474;-0.243;3.889
2.476;-0.469;3.985
2.478;-0.752;4.077
2.480;-1.061;4.272
2.482;-1.288;4.467
2.484;-1.246;4.601
2.486;-1.101;4.656
2.488;-0.836;4.536
2.490;-0.584;4.360
2.492;-0.576;4.194
2.494;-0.625;4.036
2.496;-0.662;3.925
2.498;-0.684;3.837
2.500;-0.585;3.780
2.502;-0.467;3.751
2.504;-0.395;3.729
2.506;-0.384;3.730
2.508;-0.495;3.774
2.510;-0.656;3.872
2.512;-0.899;4.079
2.514;-1.120;4.304
2.516;-1.196;4.493
2.518;-1.199;4.626
2.520;-1.085;4.627
2.522;-0.943;4.589
2.524;-0.864;4.559
2.526;-0.819;4.507
2.528;-0.863;4.456
2.530;-0.892;4.383
2.532;-0.823;4.279
2.534;-0.630;4.081
2.536;-0.430;3.847
2.538;-0.336;3.558
2.540;-0.333;3.310
2.542;-0.536;3.225
2.544;-0.724;3.232
2.546;-0.719;3.370
2.548;-0.645;3.539
2.550;-0.433;3.636
2.552;-0.225;3.708
2.554;-0.220;3.742
2.556;-0.254;3.771
2.558;-0.246;3.829
2.560;-0.246;3.870
2.562;-0.247;3.858
2.564;-0.259;3.828
2.566;-0.321;3.805
2.568;-0.376;3.777
2.570;-0.370;3.750
2.572;-0.346;3.705
2.574;-0.298;3.589
2.576;-0.248;3.475
2.578;-0.221;3.434
2.580;-0.209;3.423
2.582;-0.223;3.422
2.584;-0.252;3.445
2.586;-0.257;3.510
2.588;-0.304;3.603
2.590;-0.506;3.751
2.592;-0.719;3.882
2.594;-0.875;3.911
2.596;-0.981;3.910
2.598;-0.942;3.864
2.600;-0.863;3.927
2.602;-0.760;4.003
2.604;-0.653;4.052
2.606;-0.540;4.070
2.608;-0.448;4.008
2.610;-0.388;3.910
2.612;-0.408;3.790
2.614;-0.450;3.674
2.616;-0.450;3.601
2.618;-0.465;3.546
2.620;-0.532;3.502
2.622;-0.601;3.463
2.624;-0.658;3.423
2.626;-0.708;3.398
2.628;-0.720;3.406
2.630;-0.713;3.422
2.632;-0.689;3.407
2.634;-0.647;3.400
2.636;-0.566;3.438
2.638;-0.505;3.516
2.640;-0.529;3.667
2.642;-0.583;3.826
2.644;-0.659;3.967
2.646;-0.717;4.078
2.648;-0.712;4.107
2.650;-0.672;4.087
2.652;-0.589;4.014
2.654;-0.490;3.911
2.656;-0.364;3.795
2.658;-0.250;3.683
2.660;-0.216;3.591
2.662;-0.199;3.514
2.664;-0.166;3.479
2.666;-0.159;3.475
2.668;-0.190;3.477
2.670;-0.278;3.447
2.672;-0.372;3.412
2.674;-0.480;3.369
2.676;-0.553;3.351
2.678;-0.456;3.400
2.680;-0.351;3.481
2.682;-0.364;3.594
2.684;-0.403;3.734
2.686;-0.483;3.925
2.688;-0.582;4.088
2.690;-0.644;4.129
2.692;-0.683;4.119
2.694;-0.707;4.025
2.696;-0.708;3.922
2.698;-0.607;3.909
2.700;-0.626;3.944
2.702;-0.676;3.994
2.704;-0.766;4.036
2.706;-0.855;4.090
2.708;-0.866;4.164
2.710;-0.839;4.227
2.712;-0.813;4.242
2.714;-0.796;4.239
2.716;-0.780;4.236
2.718;-0.749;4.239
2.720;-0.687;4.279
2.722;-0.614;4.290
2.724;-0.554;4.200
2.726;-0.511;4.072
2.728;-0.484;3.922
2.730;-0.462;3.782
2.732;-0.442;3.722
2.734;-0.462;3.625
2.736;-0.468;3.533
2.738;-0.440;3.458
2.740;-0.392;3.390
2.742;-0.257;3.325
2.744;-0.131;3.289
2.746;-0.136;3.309
2.748;-0.184;3.357
2.750;-0.238;3.449
2.752;-0.311;3.537
2.754;-0.388;3.550
2.756;-0.466;3.548
2.758;-0.531;3.559
2.760;-0.604;3.577
2.762;-0.761;3.634
2.764;-0.878;3.671
2.766;-0.800;3.620
2.768;-0.645;3.542
2.770;-0.421;3.448
2.772;-0.227;3.359
2.774;-0.244;3.332
2.776;-0.299;3.319
2.778;-0.270;3.279
2.780;-0.228;3.249
2.782;-0.180;3.259
2.784;-0.160;3.283
2.786;-0.226;3.326
2.788;-0.317;3.368
2.790;-0.424;3.362
2.792;-0.519;3.369
2.794;-0.557;3.447
2.796;-0.566;3.545
2.798;-0.517;3.674
2.800;-0.475;3.763
2.802;-0.439;3.822
2.804;-0.418;3.830
2.806;-0.394;3.805
2.808;-0.374;3.709
2.810;-0.353;3.610
2.812;-0.278;3.598
2.814;-0.231;3.611
2.816;-0.340;3.660
2.818;-0.467;3.689
2.820;-0.560;3.588
2.822;-0.600;3.462
2.824;-0.429;3.360
2.826;-0.247;3.296
2.828;-0.224;3.348
2.830;-0.271;3.429
2.832;-0.458;3.475
2.834;-0.617;3.505
2.836;-0.540;3.496
2.838;-0.417;3.493
2.840;-0.295;3.544
2.842;-0.203;3.605
2.844;-0.285;3.652
2.846;-0.401;3.690
2.848;-0.443;3.729
2.850;-0.456;3.739
2.852;-0.422;3.657
2.854;-0.361;3.578
2.856;-0.289;3.567
2.858;-0.222;3.567
2.860;-0.178;3.608
2.862;-0.136;3.636
2.864;-0.096;3.527
2.866;-0.048;3.448
2.868;-0.005;3.390
2.870;0.014;3.405
2.872;0.016;3.438
2.874;0.007;3.450
2.876;-0.024;3.471
2.878;-0.114;3.529
2.880;-0.206;3.600
2.882;-0.257;3.693
2.884;-0.294;3.769
2.886;-0.298;3.767
2.888;-0.305;3.733
2.890;-0.383;3.678
2.892;-0.444;3.620
2.894;-0.376;3.588
2.896;-0.302;3.565
2.898;-0.301;3.538
2.900;-0.345;3.512
2.902;-0.504;3.503
2.904;-0.646;3.506
2.906;-0.629;3.526
2.908;-0.575;3.548
2.910;-0.490;3.563
2.912;-0.451;3.567
2.914;-0.585;3.525
2.916;-0.748;3.483
2.918;-0.928;3.461
2.920;-1.088;3.468
2.922;-1.086;3.555
2.924;-1.000;3.665
2.926;-0.867;3.792
2.928;-0.721;3.898
2.930;-0.581;3.931
2.932;-0.482;3.888
2.934;-0.420;3.796
2.936;-0.396;3.631
2.938;-0.394;3.450
2.940;-0.450;3.326
2.942;-0.503;3.240
2.944;-0.461;3.224
2.946;-0.392;3.224
2.948;-0.324;3.200
2.950;-0.267;3.181
2.952;-0.243;3.163
2.954;-0.224;3.165
2.956;-0.198;3.228
2.958;-0.185;3.302
2.960;-0.186;3.332
2.962;-0.204;3.368
2.964;-0.277;3.438
2.966;-0.349;3.543
2.968;-0.418;3.652
2.970;-0.464;3.731
2.972;-0.485;3.780
2.974;-0.446;3.779
2.976;-0.399;3.760
2.978;-0.405;3.755
2.980;-0.445;3.735
2.982;-0.561;3.657
2.984;-0.638;3.559
2.986;-0.526;3.470
2.988;-0.380;3.415
2.990;-0.272;3.443
2.992;-0.202;3.492
2.994;-0.243;3.503
2.996;-0.313;3.530
2.998;-0.361;3.583
3.000;-0.412;3.744
3.002;-0.466;3.908
3.004;-0.545;3.964
3.006;-0.611;3.981
3.008;-0.617;3.960
3.010;-0.611;3.927
3.012;-0.625;3.918
3.014;-0.623;3.908
3.016;-0.566;3.892
3.018;-0.501;3.869
3.020;-0.449;3.845
3.022;-0.409;3.820
3.024;-0.419;3.799
3.026;-0.449;3.766
3.028;-0.482;3.720
3.030;-0.505;3.658
3.032;-0.507;3.514
3.034;-0.496;3.375
3.036;-0.446;3.331
3.038;-0.397;3.337
3.040;-0.386;3.405
3.042;-0.391;3.492
3.044;-0.415;3.544
3.046;-0.438;3.592
3.048;-0.451;3.689
3.050;-0.466;3.768
3.052;-0.485;3.759
3.054;-0.474;3.701
3.056;-0.387;3.562
3.058;-0.277;3.422
3.060;-0.147;3.364
3.062;-0.038;3.338
3.064;-0.017;3.330
3.066;-0.052;3.392
3.068;-0.102;3.463
3.070;-0.108;3.500
3.072;-0.113;3.511
3.074;-0.118;3.446
3.076;-0.137;3.355
3.078;-0.220;3.270
3.080;-0.295;3.217
3.082;-0.272;3.247
3.084;-0.244;3.303
3.086;-0.272;3.373
3.088;-0.332;3.445
3.090;-0.487;3.488
3.092;-0.620;3.510
3.094;-0.608;3.504
3.096;-0.547;3.485
3.098;-0.447;3.452
3.100;-0.342;3.414
3.102;-0.286;3.392
3.104;-0.237;3.373
3.106;-0.185;3.348
3.108;-0.156;3.338
3.110;-0.165;3.377
3.112;-0.192;3.420
3.114;-0.250;3.427
3.116;-0.305;3.423
3.118;-0.317;3.411
3.120;-0.320;3.412
3.122;-0.303;3.474
3.124;-0.297;3.542
3.126;-0.342;3.576
3.128;-0.405;3.594
3.130;-0.498;3.572
3.132;-0.592;3.584
3.134;-0.674;3.604
3.136;-0.742;3.664
3.138;-0.786;3.723
3.140;-0.752;3.742
3.142;-0.691;3.734
3.144;-0.634;3.667
3.146;-0.568;3.576
3.148;-0.501;3.489
3.150;-0.432;3.405
3.152;-0.351;3.319
3.154;-0.290;3.244
3.156;-0.306;3.202
3.158;-0.337;3.181
3.160;-0.359;3.196
3.162;-0.362;3.229
3.164;-0.301;3.255
3.166;-0.227;3.291
3.168;-0.164;3.356
3.170;-0.114;3.416
3.172;-0.093;3.446
3.174;-0.086;3.453
3.176;-0.122;3.415
3.178;-0.153;3.360
3.180;-0.115;3.301
3.182;-0.059;3.245
3.184;0.007;3.211
3.186;0.070;3.197
3.188;0.082;3.221
3.190;0.076;3.250
3.192;0.083;3.255
3.194;0.094;3.252
3.196;0.104;3.241
3.198;0.109;3.199
3.200;0.116;3.160
3.202;0.119;3.161
3.204;0.120;3.176
3.206;0.142;3.217
3.208;0.158;3.266
3.210;0.135;3.296
3.212;0.109;3.309
3.214;0.104;3.286
3.216;0.100;3.269
3.218;0.107;3.287
3.220;0.076;3.313
3.222;-0.097;3.355
3.224;-0.263;3.396
3.226;-0.315;3.413
3.228;-0.307;3.415
3.230;-0.146;3.400
3.232;-0.021;3.378
3.234;0.064;3.355
3.236;0.008;3.339
3.238;-0.076;3.331
3.240;-0.141;3.347
3.242;-0.189;3.358
3.244;-0.164;3.311
3.246;-0.127;3.275
3.248;-0.118;3.305
3.250;-0.123;3.364
3.252;-0.187;3.483
3.254;-0.252;3.597
3.256;-0.266;3.617
3.258;-0.249;3.606
3.260;-0.133;3.582
3.262;-0.062;3.556
3.264;-0.230;3.543
3.266;-0.394;3.544
3.268;-0.526;3.552
3.270;-0.435;3.561
3.272;-0.294;3.574
3.274;-0.188;3.579
3.276;-0.140;3.591
3.278;-0.243;3.628
3.280;-0.372;3.684
3.282;-0.486;3.780
3.284;-0.584;3.889
3.286;-0.550;3.982
3.288;-0.539;4.071
3.290;-0.752;4.171
3.292;-0.958;4.256
3.294;-1.038;4.292
3.296;-1.040;4.291
3.298;-0.797;4.221
3.300;-0.542;4.137
3.302;-0.575;4.106
3.304;-0.658;4.083
3.306;-0.679;4.059
3.308;-0.692;4.027
3.310;-0.648;3.969
3.312;-0.556;3.897
3.314;-0.429;3.818
3.316;-0.307;3.733
3.318;-0.180;3.618
3.320;-0.089;3.511
3.322;-0.149;3.459
3.324;-0.234;3.450
3.326;-0.249;3.520
3.328;-0.252;3.602
3.330;-0.230;3.654
3.332;-0.234;3.657
3.334;-0.235;3.641
3.336;-0.183;3.630
3.338;-0.132;3.613
3.340;-0.129;3.574
3.342;-0.180;3.541
3.344;-0.379;3.539
3.346;-0.561;3.541
3.348;-0.587;3.553
3.350;-0.546;3.558
3.352;-0.380;3.517
3.354;-0.218;3.465
3.356;-0.212;3.430
3.358;-0.235;3.388
3.360;-0.231;3.309
3.362;-0.240;3.240
3.364;-0.260;3.208
3.366;-0.288;3.224
3.368;-0.331;3.368
3.370;-0.398;3.526
3.372;-0.518;3.617
3.374;-0.639;3.672
3.376;-0.738;3.634
3.378;-0.809;3.576
3.380;-0.815;3.580
3.382;-0.757;3.587
3.384;-0.605;3.563
3.386;-0.436;3.524
3.388;-0.275;3.446
3.390;-0.134;3.371
3.392;-0.110;3.349
3.394;-0.138;3.345
3.396;-0.194;3.366
3.398;-0.205;3.340
3.400;-0.206;3.300
3.402;-0.199;3.235
3.404;-0.181;3.175
3.406;-0.144;3.161
3.408;-0.114;3.160
3.410;-0.108;3.162
3.412;-0.125;3.159
3.414;-0.202;3.120
3.416;-0.291;3.088
3.418;-0.351;3.097
3.420;-0.404;3.126
3.422;-0.457;3.188
3.424;-0.500;3.251
3.426;-0.519;3.292
3.428;-0.506;3.306
3.430;-0.425;3.257
3.432;-0.332;3.192
3.434;-0.271;3.131
3.436;-0.218;3.080
3.438;-0.147;3.065
3.440;-0.119;3.077
3.442;-0.260;3.137
3.444;-0.419;3.217
3.446;-0.488;3.333
3.448;-0.518;3.418
3.450;-0.437;3.363
3.452;-0.363;3.259
3.454;-0.475;3.128
3.456;-0.585;3.034
3.458;-0.520;3.080
3.460;-0.412;3.169
3.462;-0.252;3.303
3.464;-0.259;3.369
3.466;-0.301;3.400
3.468;-0.299;3.402
3.470;-0.279;3.381
3.472;-0.199;3.315
3.474;-0.125;3.234
3.476;-0.153;3.158
3.478;-0.189;3.091
3.480;-0.167;3.055
3.482;-0.121;3.049
3.484;-0.029;3.106
3.486;0.054;3.172
3.488;0.056;3.200
3.490;0.036;3.213
3.492;0.025;3.191
3.494;0.007;3.164
3.496;-0.006;3.161
3.498;-0.036;3.153
3.500;-0.085;3.145
3.502;-0.187;3.127
3.504;-0.259;3.120
3.506;-0.209;3.154
3.508;-0.132;3.200
3.510;-0.020;3.245
3.512;0.062;3.279
3.514;-0.046;3.280
3.516;-0.193;3.265
3.518;-0.297;3.228
3.520;-0.367;3.192
3.522;-0.324;3.167
3.524;-0.246;3.151
3.526;-0.186;3.188
3.528;-0.144;3.228
3.530;-0.144;3.229
3.532;-0.174;3.176
3.534;-0.234;3.115
3.536;-0.362;3.051
3.538;-0.484;3.022
3.540;-0.538;3.128
3.542;-0.528;3.257
3.544;-0.356;3.350
3.546;-0.166;3.416
3.548;-0.079;3.389
3.550;-0.042;3.335
3.552;-0.091;3.301
3.554;-0.146;3.260
3.556;-0.117;3.208
3.558;-0.092;3.152
3.560;-0.140;3.080
3.562;-0.194;3.029
3.564;-0.219;3.056
3.566;-0.224;3.099
3.568;-0.184;3.138
3.570;-0.133;3.171
3.572;-0.085;3.146
3.574;-0.048;3.117
3.576;-0.037;3.139
3.578;-0.061;3.177
3.580;-0.198;3.222
3.582;-0.323;3.263
3.584;-0.296;3.269
3.586;-0.222;3.265
3.588;-0.123;3.282
3.590;-0.037;3.292
3.592;-0.044;3.256
3.594;-0.063;3.203
3.596;-0.030;3.136
3.598;-0.037;3.094
3.600;-0.043;3.053
3.602;-0.035;3.005
3.604;-0.019;2.974
3.606;0.053;2.966
3.608;0.115;2.980
3.610;0.064;3.042
3.612;-0.010;3.131
3.614;-0.045;3.240
3.616;-0.075;3.342
3.618;-0.087;3.426
3.620;-0.105;3.490
3.622;-0.160;3.493
3.624;-0.234;3.480
3.626;-0.329;3.495
3.628;-0.434;3.509
3.630;-0.562;3.506
3.632;-0.645;3.502
3.634;-0.602;3.511
3.636;-0.496;3.521
3.638;-0.299;3.548
3.640;-0.104;3.551
3.642;-0.012;3.469
3.644;0.034;3.367
3.646;-0.013;3.251
3.648;-0.079;3.156
3.650;-0.072;3.154
3.652;-0.056;3.188
3.654;-0.010;3.230
3.656;0.017;3.283
3.658;-0.050;3.357
3.660;-0.229;3.414
3.662;-0.667;3.411
3.664;-1.067;3.322
3.666;-1.356;3.242
3.668;-1.181;3.269
3.670;-0.862;3.339
3.672;-0.572;3.499
3.674;-0.324;3.632
3.676;-0.253;3.588
3.678;-0.215;3.502
3.680;-0.118;3.427
3.682;-0.039;3.343
3.684;-0.009;3.264
3.686;-0.006;3.189
3.688;-0.067;3.106
3.690;-0.139;3.051
3.692;-0.154;3.083
3.694;-0.158;3.134
3.696;-0.172;3.169
3.698;-0.190;3.208
3.700;-0.207;3.243
3.702;-0.236;3.271
3.704;-0.301;3.281
3.706;-0.370;3.290
3.708;-0.437;3.309
3.710;-0.485;3.336
3.712;-0.465;3.398
3.714;-0.419;3.456
3.716;-0.368;3.483
3.718;-0.309;3.484
3.720;-0.231;3.432
3.722;-0.175;3.352
3.724;-0.190;3.236
3.726;-0.273;3.130
3.728;-0.534;3.073
3.730;-0.730;3.075
3.732;-0.835;3.106
3.734;-0.604;3.136
3.736;-0.288;3.192
3.738;-0.038;3.323
3.740;0.144;3.441
3.742;0.140;3.463
3.744;0.071;3.449
3.746;-0.027;3.366
3.748;-0.129;3.288
3.750;-0.175;3.335
3.752;-0.196;3.409
3.754;-0.188;3.465
3.756;-0.158;3.493
3.758;-0.094;3.436
3.760;-0.025;3.357
3.762;0.045;3.274
3.764;0.046;3.231
3.766;0.017;3.206
3.768;-0.055;3.202
3.770;-0.127;3.205
3.772;-0.118;3.213
3.774;-0.097;3.222
3.776;-0.120;3.215
3.778;-0.168;3.197
3.780;-0.266;3.151
3.782;-0.337;3.121
3.784;-0.283;3.161
3.786;-0.178;3.231
3.788;-0.020;3.340
3.790;0.101;3.426
3.792;0.067;3.411
3.794;0.010;3.367
3.796;-0.030;3.305
3.798;-0.016;3.258
3.800;-0.003;3.220
3.802;-0.052;3.191
3.804;-0.114;3.174
3.806;-0.160;3.200
3.808;-0.197;3.231
3.810;-0.212;3.212
3.812;-0.235;3.183
3.814;-0.300;3.157
3.816;-0.369;3.138
3.818;-0.428;3.128
3.820;-0.473;3.157
3.822;-0.479;3.283
3.824;-0.475;3.425
3.826;-0.456;3.589
3.828;-0.440;3.712
3.830;-0.502;3.633
3.832;-0.557;3.508
3.834;-0.521;3.440
3.836;-0.453;3.389
3.838;-0.353;3.385
3.840;-0.247;3.383
3.842;-0.200;3.299
3.844;-0.156;3.221
3.846;-0.054;3.224
3.848;0.055;3.278
3.850;0.145;3.430
3.852;0.201;3.585
3.854;0.183;3.659
3.856;0.128;3.684
3.858;0.043;3.604
3.860;-0.056;3.498
3.862;-0.154;3.395
3.864;-0.214;3.415
3.866;-0.255;3.472
3.868;-0.266;3.573
3.870;-0.267;3.665
3.872;-0.286;3.675
3.874;-0.302;3.624
3.876;-0.300;3.469
3.878;-0.272;3.322
3.880;-0.190;3.274
3.882;-0.107;3.253
3.884;-0.059;3.291
3.886;-0.044;3.337
3.888;-0.123;3.289
3.890;-0.205;3.225
3.892;-0.212;3.214
3.894;-0.195;3.217
3.896;-0.117;3.217
3.898;-0.039;3.211
3.900;-0.050;3.180
3.902;-0.079;3.155
3.904;-0.074;3.162
3.906;-0.071;3.182
3.908;-0.083;3.214
3.910;-0.103;3.238
3.912;-0.159;3.195
3.914;-0.236;3.166
3.916;-0.314;3.250
3.918;-0.382;3.364
3.920;-0.435;3.499
3.922;-0.472;3.608
3.924;-0.485;3.597
3.926;-0.464;3.538
3.928;-0.376;3.451
3.930;-0.262;3.373
3.932;-0.172;3.285
3.934;-0.200;3.146
3.936;-0.269;3.033
3.938;-0.377;3.016
3.940;-0.464;3.051
3.942;-0.420;3.189
3.944;-0.360;3.323
3.946;-0.341;3.341
3.948;-0.336;3.312
3.950;-0.396;3.214
3.952;-0.443;3.110
3.954;-0.378;3.075
3.956;-0.282;3.065
3.958;-0.184;3.081
3.960;-0.090;3.114
3.962;-0.036;3.154
3.964;0.001;3.191
3.966;0.045;3.225
3.968;0.069;3.245
3.970;0.029;3.216
3.972;-0.028;3.184
3.974;-0.068;3.193
3.976;-0.118;3.213
3.978;-0.196;3.247
3.980;-0.243;3.271
3.982;-0.209;3.237
3.984;-0.162;3.205
3.986;-0.093;3.232
3.988;-0.027;3.290
3.990;-0.045;3.411
3.992;-0.096;3.511
3.994;-0.162;3.497
3.996;-0.198;3.442
3.998;-0.232;3.367
4.000;-0.256;3.328
4.002;-0.248;3.288
4.004;-0.196;3.213
4.006;-0.134;3.141
4.008;-0.017;3.098
4.010;0.080;3.080
4.012;0.006;3.124
4.014;-0.105;3.178
4.016;-0.169;3.191
4.018;-0.213;3.190
4.020;-0.181;3.175
4.022;-0.136;3.165
4.024;-0.136;3.186
4.026;-0.162;3.217
4.028;-0.236;3.251
4.030;-0.315;3.291
4.032;-0.382;3.341
4.034;-0.415;3.410
4.036;-0.345;3.550
4.038;-0.257;3.659
4.040;-0.214;3.618
4.042;-0.182;3.536
4.044;-0.171;3.418
4.046;-0.156;3.306
4.048;-0.083;3.308
4.050;-0.027;3.333
4.052;-0.071;3.309
4.054;-0.129;3.292
4.056;-0.155;3.316
4.058;-0.165;3.344
4.060;-0.120;3.366
4.062;-0.073;3.409
4.064;-0.033;3.437
4.066;-0.024;3.409
4.068;-0.029;3.364
4.070;-0.072;3.281
4.072;-0.119;3.214
4.074;-0.122;3.260
4.076;-0.111;3.331
4.078;-0.080;3.377
4.080;-0.063;3.411
4.082;-0.126;3.411
4.084;-0.194;3.395
4.086;-0.213;3.369
4.088;-0.216;3.341
4.090;-0.193;3.317
4.092;-0.165;3.303
4.094;-0.165;3.328
4.096;-0.166;3.354
4.098;-0.151;3.345
4.100;-0.139;3.320
4.102;-0.147;3.275
4.104;-0.150;3.240
4.106;-0.115;3.248
4.108;-0.075;3.281
4.110;-0.042;3.366
4.112;-0.038;3.441
4.114;-0.142;3.434
4.116;-0.250;3.405
4.118;-0.279;3.369
4.120;-0.270;3.319
4.122;-0.173;3.260
4.124;-0.070;3.209
4.126;-0.024;3.171
4.128;-0.048;3.187
4.130;-0.104;3.200
4.132;-0.197;3.135
4.134;-0.271;3.083
4.136;-0.224;3.116
4.138;-0.149;3.175
4.140;-0.070;3.280
4.142;-0.027;3.375
4.144;-0.155;3.354
4.146;-0.295;3.292
4.148;-0.307;3.236
4.150;-0.273;3.192
4.152;-0.190;3.173
4.154;-0.117;3.155
4.156;-0.131;3.151
4.158;-0.149;3.162
4.160;-0.129;3.179
4.162;-0.112;3.188
4.164;-0.097;3.179
4.166;-0.086;3.166
4.168;-0.103;3.134
4.170;-0.123;3.112
4.172;-0.114;3.143
4.174;-0.112;3.183
4.176;-0.149;3.205
4.178;-0.195;3.226
4.180;-0.241;3.249
4.182;-0.282;3.271
4.184;-0.278;3.297
4.186;-0.260;3.327
4.188;-0.258;3.373
4.190;-0.279;3.395
4.192;-0.356;3.362
4.194;-0.420;3.260
4.196;-0.474;3.151
4.198;-0.447;3.131
4.200;-0.401;3.143
4.202;-0.403;3.165
4.204;-0.422;3.181
4.206;-0.447;3.156
4.208;-0.470;3.133
4.210;-0.485;3.162
4.212;-0.491;3.191
4.214;-0.474;3.167
4.216;-0.447;3.126
4.218;-0.428;3.060
4.220;-0.402;3.016
4.222;-0.347;3.081
4.224;-0.298;3.173
4.226;-0.295;3.239
4.228;-0.300;3.288
4.230;-0.313;3.304
4.232;-0.319;3.303
4.234;-0.271;3.286
4.236;-0.208;3.265
4.238;-0.153;3.251
4.240;-0.110;3.229
4.242;-0.096;3.179
4.244;-0.099;3.151
4.246;-0.124;3.210
4.248;-0.154;3.292
4.250;-0.169;3.395
4.252;-0.182;3.467
4.254;-0.189;3.392
4.256;-0.196;3.284
4.258;-0.218;3.175
4.260;-0.218;3.164
4.262;-0.206;3.189
4.264;-0.177;3.243
4.266;-0.150;3.291
4.268;-0.140;3.280
4.270;-0.137;3.255
4.272;-0.139;3.228
4.274;-0.146;3.209
4.276;-0.163;3.228
4.278;-0.187;3.246
4.280;-0.224;3.231
4.282;-0.260;3.205
4.284;-0.283;3.175
