   0.0000000e+00	   2.5114234e-02	   1.4115597e-01	
   5.0000000e-03	   2.9955223e-01	   3.9348473e-01	
   1.0000000e-02	  -7.4015105e-02	   1.2409837e+00	
   1.5000000e-02	  -2.7659574e-01	   1.9165664e+00	
   2.0000000e-02	  -2.0814661e-01	   1.8288171e+00	
   2.5000000e-02	  -1.2482521e-01	   1.6174361e+00	
   3.0000000e-02	   3.8719724e-02	   1.5396563e+00	
   3.5000000e-02	   5.9663707e-02	   1.4262024e+00	
   4.0000000e-02	   5.9583878e-02	   1.3865011e+00	
   4.5000000e-02	   1.4457012e-01	   1.3635214e+00	
   5.0000000e-02	   2.1744585e-01	   1.3463519e+00	
   5.5000000e-02	   1.9633250e-02	   1.3291399e+00	
   6.0000000e-02	  -4.0469437e-01	   1.4852084e+00	
   6.5000000e-02	  -3.7404827e-01	   1.5446134e+00	
   7.0000000e-02	  -1.1783679e-01	   1.3010709e+00	
   7.5000000e-02	   1.2454539e-02	   1.0525495e+00	
   8.0000000e-02	   5.5001860e-01	   8.5693926e-01	
   8.5000000e-02	   1.9458060e-01	   8.6660038e-01	
   9.0000000e-02	  -5.8128232e-02	   1.1058136e+00	
   9.5000000e-02	   3.3170506e-01	   1.0682342e+00	
   1.0000000e-01	   2.8772272e-01	   9.1269403e-01	
   1.0500000e-01	   2.6905829e-01	   7.2402360e-01	
   1.1000000e-01	   6.5571452e-02	   8.5558050e-01	
   1.1500000e-01	  -2.6086627e-03	   1.0690658e+00	
   1.2000000e-01	   3.5941795e-01	   8.7647307e-01	
   1.2500000e-01	   3.0013624e-01	   3.4685439e-01	
   1.3000000e-01	  -7.0737786e-02	   5.4437180e-01	
   1.3500000e-01	  -2.7670022e-01	   1.6148010e+00	
   1.4000000e-01	  -2.6589577e-01	   1.8932767e+00	
   1.4500000e-01	  -5.2649347e-01	   1.6808280e+00	
   1.5000000e-01	  -6.9905600e-01	   1.5291879e+00	
   1.5500000e-01	  -2.9446224e-01	   1.5232970e+00	
   1.6000000e-01	  -3.3921849e-01	   1.4491053e+00	
   1.6500000e-01	  -5.9011991e-01	   1.3619537e+00	
   1.7000000e-01	  -3.5538324e-01	   1.3010291e+00	
   1.7500000e-01	  -3.9264719e-01	   1.3627192e+00	
   1.8000000e-01	  -4.0155027e-01	   1.4109592e+00	
   1.8500000e-01	  -3.5854093e-01	   1.3927316e+00	
   1.9000000e-01	   1.7280434e-02	   1.0108957e+00	
   1.9500000e-01	   4.6879019e-02	   6.5516250e-01	
   2.0000000e-01	   7.1108850e-02	   5.0783865e-01	
   2.0500000e-01	   3.4786871e-01	   5.3683999e-01	
   2.1000000e-01	   5.6093498e-01	   5.5578809e-01	
   2.1500000e-01	   3.8888872e-01	   5.0024223e-01	
   2.2000000e-01	   9.4758807e-02	   4.2774405e-01	
   2.2500000e-01	  -1.9222514e-01	   8.7058585e-01	
   2.3000000e-01	   3.1580335e-02	   1.2607066e+00	
   2.3500000e-01	  -2.2235737e-02	   1.1213590e+00	
   2.4000000e-01	  -6.1600447e-02	   7.6567572e-01	
   2.4500000e-01	  -2.7720157e-01	   7.3684834e-01	
   2.5000000e-01	  -1.2378354e-01	   1.2886515e+00	
   2.5500000e-01	  -3.7375962e-02	   1.5147034e+00	
   2.6000000e-01	   3.4031038e-02	   1.3816340e+00	
   2.6500000e-01	  -4.0769319e-01	   1.3796163e+00	
   2.7000000e-01	  -8.2515671e-01	   1.4726232e+00	
   2.7500000e-01	  -6.9369975e-01	   1.4437293e+00	
   2.8000000e-01	  -1.7034679e-01	   1.2656191e+00	
   2.8500000e-01	   1.1261810e-01	   1.0248467e+00	
   2.9000000e-01	  -1.5953921e-01	   8.0762186e-01	
   2.9500000e-01	  -2.4736920e-01	   1.0673259e+00	
   3.0000000e-01	  -1.3573398e-01	   1.2646315e+00	
   3.0500000e-01	   5.1801324e-01	   1.1068519e+00	
   3.1000000e-01	   2.5206890e-01	   9.7664794e-01	
   3.1500000e-01	  -2.8045411e-01	   8.8653113e-01	
   3.2000000e-01	   8.3869423e-02	   6.2167135e-01	
   3.2500000e-01	   3.4852502e-01	   3.9235176e-01	
   3.3000000e-01	   5.8566758e-01	   3.6701708e-02	
   3.3500000e-01	  -1.5525508e-01	   9.9480426e-02	
   3.4000000e-01	  -7.7753664e-01	   9.5873907e-01	
   3.4500000e-01	  -4.1457730e-01	   1.4603648e+00	
   3.5000000e-01	  -3.9774323e-01	   1.3827835e+00	
   3.5500000e-01	  -5.8471876e-01	   1.4122517e+00	
   3.6000000e-01	  -7.1495220e-01	   1.4578349e+00	
   3.6500000e-01	  -3.7886893e-01	   1.4499529e+00	
   3.7000000e-01	   6.2836436e-02	   1.3228935e+00	
   3.7500000e-01	  -6.9820171e-02	   1.2304241e+00	
   3.8000000e-01	  -4.4377322e-02	   1.1379592e+00	
   3.8500000e-01	   1.1781204e-01	   1.0826849e+00	
   3.9000000e-01	   4.5440652e-01	   9.2403215e-01	
   3.9500000e-01	   2.9352760e-01	   7.8962292e-01	
   4.0000000e-01	   1.9918795e-01	   5.5111228e-01	
   4.0500000e-01	   7.0755026e-01	   2.0976678e-01	
   4.1000000e-01	   4.6796698e-01	   1.4219968e-01	
   4.1500000e-01	  -1.1339760e-01	   6.3468568e-01	
   4.2000000e-01	  -4.6225642e-01	   1.1762944e+00	
   4.2500000e-01	  -5.1098785e-01	   1.5812225e+00	
   4.3000000e-01	  -3.8448224e-01	   1.5313964e+00	
   4.3500000e-01	  -5.2426339e-01	   1.5237619e+00	
   4.4000000e-01	  -2.5171048e-01	   1.4485058e+00	
   4.4500000e-01	   8.4621712e-02	   1.2432373e+00	
   4.5000000e-01	   6.6058833e-02	   1.2706226e+00	
   4.5500000e-01	  -9.4695422e-02	   1.3876493e+00	
   4.6000000e-01	  -1.5117429e-01	   1.1607468e+00	
   4.6500000e-01	  -1.7542052e-01	   1.1779716e+00	
   4.7000000e-01	   2.7659014e-01	   1.1008785e+00	
   4.7500000e-01	   6.7988030e-01	   8.8870685e-01	
   4.8000000e-01	   6.4635212e-01	   7.4801777e-01	
   4.8500000e-01	   6.5668613e-01	   6.0755576e-01	
   4.9000000e-01	   5.2911164e-01	   4.4316455e-01	
   4.9500000e-01	   4.0554730e-01	   6.4305796e-01	
   5.0000000e-01	   3.9786870e-01	   8.8931890e-01	
   5.0500000e-01	   4.6858930e-01	   8.8118841e-01	
   5.1000000e-01	   6.7262329e-01	   8.6548088e-01	
   5.1500000e-01	   6.9552996e-01	   7.9686942e-01	
   5.2000000e-01	   5.4837541e-01	   7.8165050e-01	
   5.2500000e-01	   1.2757569e-01	   8.9016294e-01	
   5.3000000e-01	  -1.6987496e-01	   1.1838278e+00	
   5.3500000e-01	  -4.5443217e-02	   1.4339175e+00	
   5.4000000e-01	  -8.0127802e-02	   1.3880128e+00	
   5.4500000e-01	  -7.0942275e-02	   1.2153721e+00	
   5.5000000e-01	   6.6616862e-02	   1.0442056e+00	
   5.5500000e-01	   4.5742291e-02	   8.5509251e-01	
   5.6000000e-01	   1.8235903e-01	   7.1340619e-01	
   5.6500000e-01	   3.4900696e-01	   7.9151267e-01	
   5.7000000e-01	   4.7509870e-01	   4.8961458e-01	
   5.7500000e-01	   4.7956973e-01	   2.4103244e-01	
   5.8000000e-01	   1.8683587e-01	   3.6483082e-01	
   5.8500000e-01	  -2.5760474e-01	   9.3498223e-01	
   5.9000000e-01	  -8.4294799e-03	   1.2140549e+00	
   5.9500000e-01	   3.3432956e-01	   1.0355187e+00	
   6.0000000e-01	   2.6630266e-01	   8.3928699e-01	
   6.0500000e-01	   1.5268597e-01	   7.8826502e-01	
   6.1000000e-01	   2.0503228e-01	   6.3252699e-01	
   6.1500000e-01	   2.8880864e-01	   4.0914998e-01	
   6.2000000e-01	   1.9575937e-01	   5.3177496e-01	
   6.2500000e-01	  -1.5938063e-01	   1.1473024e+00	
   6.3000000e-01	  -6.1751607e-01	   1.7960310e+00	
   6.3500000e-01	  -4.6732882e-01	   1.9039723e+00	
   6.4000000e-01	  -4.6679404e-01	   1.7532950e+00	
   6.4500000e-01	  -5.8809364e-01	   1.6359765e+00	
   6.5000000e-01	  -4.2007455e-01	   1.5425671e+00	
   6.5500000e-01	  -5.3182117e-01	   1.4752062e+00	
   6.6000000e-01	  -5.7835761e-01	   1.4108473e+00	
   6.6500000e-01	  -5.8592387e-01	   1.3919655e+00	
   6.7000000e-01	  -7.0564322e-01	   1.4031357e+00	
   6.7500000e-01	  -3.6775018e-01	   1.2432106e+00	
   6.8000000e-01	  -2.9193138e-01	   1.1484322e+00	
   6.8500000e-01	  -2.5958914e-01	   1.0115466e+00	
   6.9000000e-01	   2.7477790e-01	   7.1873697e-01	
   6.9500000e-01	   1.0594245e-01	   6.5090506e-01	
   7.0000000e-01	   1.3048461e-01	   4.9204994e-01	
   7.0500000e-01	   3.3719623e-01	   4.5241434e-01	
   7.1000000e-01	   1.7118876e-01	   6.0337116e-01	
   7.1500000e-01	  -1.4708516e-01	   8.0226786e-01	
   7.2000000e-01	  -5.8310967e-01	   1.0957007e+00	
   7.2500000e-01	  -3.2784831e-01	   1.2446762e+00	
   7.3000000e-01	   1.6958933e-01	   1.0140385e+00	
   7.3500000e-01	   1.5426224e-01	   8.7891987e-01	
   7.4000000e-01	  -1.6671426e-01	   9.8738470e-01	
   7.4500000e-01	  -6.0034133e-01	   1.2689400e+00	
   7.5000000e-01	  -7.4502044e-01	   1.3287393e+00	
   7.5500000e-01	  -6.8556540e-01	   1.2327901e+00	
